NEWS CHANNEL,#genre#
[Spectrum] TBS HD,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/31083/index.m3u8
[Spectrum] TCM HD,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/31084/index.m3u8
[Spectrum] TeenNick HD,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/31085/index.m3u8
[Spectrum] Tennis Channel HD,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/31089/index.m3u8
[Spectrum] TLC HD,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/31098/index.m3u8
[Spectrum] TUDN HD,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/31103/index.m3u8
[Spectrum] TVG Network HD,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/31110/index.m3u8
[Spectrum] Universal Kids HD,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/31120/index.m3u8
[Spectrum] Universo HD East,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/31121/index.m3u8
[Spectrum] Up TV HD,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/31123/index.m3u8
[Spectrum] USA HD,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/31124/index.m3u8
[Spectrum] Vice HD East,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/31126/index.m3u8
[Spectrum] Willow Cricket HD,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/31131/index.m3u8

Canada,#genre#
A&E CA,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6419/index.m3u8
ABC Buffalo CA,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6507/index.m3u8
ABC Buffalo HD CA,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6536/index.m3u8
ABC Spark CA,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6466/index.m3u8
Aboriginal Peoples Television Network HD CA,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6529/index.m3u8
Adult Swim HD CA,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6540/index.m3u8
AMC CA,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6510/index.m3u8
American Movie Classics HD CA,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6514/index.m3u8
AMItv CA,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6533/index.m3u8
BBC Canada CA,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6487/index.m3u8
BNN Bloomberg HD CA,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6465/index.m3u8
CablePulse 24 HDTV CA,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6440/index.m3u8
Cartoon Network CA,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6508/index.m3u8
CBC News Network HD CA,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6442/index.m3u8
CBC Oshawa CA,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6421/index.m3u8
CBC St. John's,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6422/index.m3u8
CBC Toronto CA,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6497/index.m3u8
CBC Toronto HD CA,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6513/index.m3u8
CBS Buffalo CA,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6420/index.m3u8
CBS Buffalo HD CA,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6534/index.m3u8
CHCH HD CA,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6432/index.m3u8
CHRGD HD CA,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6472/index.m3u8
City TV Toronto HD CA,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6429/index.m3u8
CMT Canada CA,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6448/index.m3u8
CNBC Canada CA,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6482/index.m3u8
CNN CA,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6499/index.m3u8
CNN HD CA,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6538/index.m3u8
CP 24 CA,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6501/index.m3u8
CPAC English CA,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6494/index.m3u8
CPAC French CA,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6523/index.m3u8
Crime + Investigation CA,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6506/index.m3u8
CTV Comedy HD CA,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6454/index.m3u8
CTV Drama HD CA,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6450/index.m3u8
CTV News Channel HD CA,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6468/index.m3u8
CTV SCI-FI HD CA,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6459/index.m3u8
CTV Toronto CA,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6496/index.m3u8
CTV Two Atlantic CA,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6423/index.m3u8
Discovery Channel HD CA,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6452/index.m3u8
Disney Channel HD CA,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6490/index.m3u8
Disney Junior CA,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6489/index.m3u8
Disney XD CA,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6503/index.m3u8
DIY Network CA,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6488/index.m3u8
DTour HD CA,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6463/index.m3u8
E! Entertainment HD CA,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6469/index.m3u8
Family HD CA,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6460/index.m3u8
Family Jr. HD CA,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6474/index.m3u8
Food Network HD CA,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6464/index.m3u8
FOX Buffalo CA,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6519/index.m3u8
FOX Buffalo HD CA,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6537/index.m3u8
FX HD CA,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6435/index.m3u8
FXX HDTV CA,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6470/index.m3u8
Game TV CA,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6476/index.m3u8
Global Toronto HD CA,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6427/index.m3u8
Golf Channel HD CA,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6481/index.m3u8
Headline News HD CA,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6483/index.m3u8
HGTV Canada CA,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6525/index.m3u8
HGTV HD CA,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6456/index.m3u8
History HD CA,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6453/index.m3u8
History Television CA,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6520/index.m3u8
HLN CA,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6500/index.m3u8
ICI Radio-Canada Télé CA,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6515/index.m3u8
ICI RDI CA,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6530/index.m3u8
ICI RDI HD CA,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6425/index.m3u8
Lifetime HD CA,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6484/index.m3u8
Makeful CA,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6495/index.m3u8
MLB Network HD CA,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6512/index.m3u8
Movie Time HD CA,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6486/index.m3u8
MTV HD CA,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6461/index.m3u8
Much Music HD CA,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6444/index.m3u8
NatGeo HD CA,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6485/index.m3u8
NatGeo Wild HD CA,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6473/index.m3u8
NBA TV Canada CA,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6491/index.m3u8
NBC Buffalo CA,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6505/index.m3u8
NBC Buffalo HD CA,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6535/index.m3u8
NFL Network HD,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6424/index.m3u8
NFL Network HD CA,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6480/index.m3u8
Nickelodeon CA,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6504/index.m3u8
OLN HD CA,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6447/index.m3u8
OMNI.1 HD CA,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6428/index.m3u8
OMNI.2 HD CA,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6434/index.m3u8
OWN HD CA,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6475/index.m3u8
PBS Buffalo CA,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6518/index.m3u8
PBS Buffalo HD CA,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6539/index.m3u8
Peachtree CA,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6527/index.m3u8
Peachtree TV HD CA,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6457/index.m3u8
Showcase CA,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6526/index.m3u8
Showcase HD CA,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6449/index.m3u8
Slice HD CA,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6451/index.m3u8
Sportsnet 360 HD CA,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6462/index.m3u8
Sportsnet East HD CA,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6477/index.m3u8
Sportsnet ONE HD CA,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6438/index.m3u8
Sportsnet Ontario HD CA,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6439/index.m3u8
Sportsnet Pacific HD CA,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6479/index.m3u8
Sportsnet West HD CA,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6478/index.m3u8
SSP Promotion Channel HD CA,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6528/index.m3u8
TCTV2 CA,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6437/index.m3u8
Teletoon HD CA,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6455/index.m3u8
TFO HD CA,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6433/index.m3u8
TLC CA,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6524/index.m3u8
TLC HD CA,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6446/index.m3u8
Treehouse HD CA,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6471/index.m3u8
Treehouse TV CA,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6502/index.m3u8
TSC HD CA,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6436/index.m3u8
TSN 1 HD CA,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6521/index.m3u8
TSN 2 HD CA,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6492/index.m3u8
TSN 3 HD CA,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6522/index.m3u8
TSN 4 HD CA,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6445/index.m3u8
Turner Classic Movies CA,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6509/index.m3u8
Turner Classic Movies HD CA,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6458/index.m3u8
TV Ontario HD CA,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6426/index.m3u8
TV5 CA,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6531/index.m3u8
TV5 HD CA,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6493/index.m3u8
TVA Montreal CA,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6511/index.m3u8
Unis TV HD CA,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6532/index.m3u8
Vision TV CA,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6467/index.m3u8
W Network HD CA,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6443/index.m3u8
WNLO Buffalo CA,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6517/index.m3u8
WNYO Buffalo CA,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6516/index.m3u8
Yes TV HD CA,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6431/index.m3u8
YTV HD CA,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6441/index.m3u8

Australia,#genre#
7 Flix Sydney AU,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/7316/index.m3u8
7 Mate Sydney AU,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/7315/index.m3u8
7 Sydney AU,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/7313/index.m3u8
7 Two Sydney AU,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/7314/index.m3u8
9 Gem Sydney AU,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/7318/index.m3u8
9 Go! Sydney AU,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/7319/index.m3u8
9 Life Sydney AU,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/7320/index.m3u8
9 Rush Sydney AU,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/7321/index.m3u8
9 Sydney AU,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/7317/index.m3u8
ABC News AU,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6120/index.m3u8
Australia Channel AU,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6118/index.m3u8
FOX News Extra AU,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6116/index.m3u8
Fox Sports News AU,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6121/index.m3u8
Fox Sports News AU,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6119/index.m3u8
Sky News Extra 2 AU,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6114/index.m3u8
Sky News Extra 3 AU,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6115/index.m3u8
Sky News Extra 3 AU,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6117/index.m3u8
Sky Racing AU,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6122/index.m3u8

QA,#genre#
beIN Sports 1 HD EN,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6132/index.m3u8
beIN Sports 2 HD EN,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6133/index.m3u8
beIN Sports 1 HD QA,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6123/index.m3u8
beIN Sports 3 HD QA,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6124/index.m3u8
beIN Sports 4 HD QA,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6125/index.m3u8
beIN Sports 5 HD QA,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6126/index.m3u8
beIN Sports 6 HD QA,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6127/index.m3u8
beIN Sports 7 HD QA,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6128/index.m3u8
beIN Sports 8 HD QA,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6129/index.m3u8
beIN Sports 1 Premium HD QA,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6131/index.m3u8
beIN Sports 2 Premium HD QA,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6130/index.m3u8

France,#genre#
Bein Sports 1 HD FR,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/2499/index.m3u8
Bein Sports 2 HD FR,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/2500/index.m3u8
Bein Sports 3 HD FR,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/2501/index.m3u8
Canal+ Cinema HD FR,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6004/index.m3u8
Canal+ Décalé FR,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6005/index.m3u8
Canal+ Family FR,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6006/index.m3u8
Canal+ HD FR,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6007/index.m3u8
Canal+ Series FR,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6008/index.m3u8
Canal+ Sport HD FR,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/2502/index.m3u8
CINE+ Frisson FR,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6003/index.m3u8
EuroSport 360 1 HD FR,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/14193/index.m3u8
EuroSport 360 2 HD FR,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/14194/index.m3u8
EuroSport 360 3 HD FR,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/14195/index.m3u8
EuroSport 360 4 HD FR,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/14196/index.m3u8
EuroSport 360 5 HD FR,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/14197/index.m3u8
EuroSport 360 6 HD FR,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/14198/index.m3u8
EuroSport 360 7 HD FR,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/14199/index.m3u8
EuroSport 360 8 HD FR,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/14200/index.m3u8
FRANCE 2 HD,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6147/index.m3u8
France 24 EN,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/31318/index.m3u8
FRANCE 24,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/947/index.m3u8
FRANCE 3 HD,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6148/index.m3u8
FRANCE 4 HD,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6149/index.m3u8
FRANCE 5 HD,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6150/index.m3u8
FRANCE O HD,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6151/index.m3u8
Golf TV FR,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6066/index.m3u8
Infosport+ HD FR,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/2544/index.m3u8
PARIS PREMIERE,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6146/index.m3u8
RMC Sport 1 HD FR,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/2545/index.m3u8
RMC Sport 2 HD FR,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/2546/index.m3u8
RMC Sport 3 HD FR,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/2547/index.m3u8

Germany,#genre#
Animal Planet HD DE,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/7257/index.m3u8
ARD DE,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/16058/index.m3u8
ARD FHD,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/7233/index.m3u8
arte HD DE,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/15171/index.m3u8
ATV DE,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/15176/index.m3u8
Comedy Central HD DE,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6081/index.m3u8
Das Erste HD DE,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/15172/index.m3u8
Deutsche Welle DE,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/1021/index.m3u8
Disney Cinemagic HD DE,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/2485/index.m3u8
DMAX HD DE,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/15281/index.m3u8
Eurosport HD DE,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/15179/index.m3u8
HR HD DE,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/15180/index.m3u8
Kabel Eins HD DE,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6067/index.m3u8
KIKA HD DE,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/15175/index.m3u8
Motorvision TV DE,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6112/index.m3u8
N24 HD DE,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/15169/index.m3u8
Nat Geo Wild HD DE,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/7256/index.m3u8
NatGeo HD DE,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/7255/index.m3u8
NDR HD DE,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/15181/index.m3u8
Nick Jr. DE,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/7232/index.m3u8
Nickelodeon HD DE,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/15182/index.m3u8
N-TV HD DE,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/7259/index.m3u8
ORF 1 HD DE,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/15177/index.m3u8
ProSieben HD DE,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6057/index.m3u8
ProSieben Maxx HD DE,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/15174/index.m3u8
RTL 2 HD DE,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6065/index.m3u8
RTL Crime DE,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/15178/index.m3u8
RTL HD DE,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6062/index.m3u8
RTL Nitro HD DE,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6064/index.m3u8
RTL Passion HD DE,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/7230/index.m3u8
Sat.1 HD DE,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6060/index.m3u8
SIXX HD DE,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/15170/index.m3u8
Sky Arts HD DE,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/2494/index.m3u8
Sky Atlantic HD DE,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/2488/index.m3u8
Sky Cinema Action HD DE,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/2482/index.m3u8
Sky Cinema Comedy DE,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/2483/index.m3u8
Sky Cinema Comic-Helden DE,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/2493/index.m3u8
Sky Cinema Family HD DE,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/2489/index.m3u8
Sky Cinema HD DE,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/2484/index.m3u8
Sky Cinema Nostalgie DE,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/2490/index.m3u8
Sky Cinema Thriller HD DE,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/7229/index.m3u8
Sky Hits HD DE,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/2486/index.m3u8
